generic_name,display_name,reaction_term,count
paroxetine,Paroxetine (Paxil),VENTRICULAR FIBRILLATION,76
paroxetine,Paroxetine (Paxil),ANXIETY DISORDER,75
paroxetine,Paroxetine (Paxil),ARNOLD-CHIARI MALFORMATION,75
paroxetine,Paroxetine (Paxil),BACK DISORDER,75
paroxetine,Paroxetine (Paxil),BACTERIAL INFECTION,75
paroxetine,Paroxetine (Paxil),BONE MARROW FAILURE,75
paroxetine,Paroxetine (Paxil),EAR DISCOMFORT,75
paroxetine,Paroxetine (Paxil),METASTASES TO BONE,75
paroxetine,Paroxetine (Paxil),NEGATIVE THOUGHTS,75
paroxetine,Paroxetine (Paxil),TOXIC SKIN ERUPTION,75
paroxetine,Paroxetine (Paxil),WOUND COMPLICATION,75
paroxetine,Paroxetine (Paxil),CARDIAC VALVE DISEASE,74
paroxetine,Paroxetine (Paxil),CONJUNCTIVITIS,74
paroxetine,Paroxetine (Paxil),CORONARY ARTERY STENOSIS,74
paroxetine,Paroxetine (Paxil),HUNGER,74
paroxetine,Paroxetine (Paxil),KNEE ARTHROPLASTY,74
paroxetine,Paroxetine (Paxil),LIMB MALFORMATION,74
paroxetine,Paroxetine (Paxil),ORAL DISCOMFORT,74
paroxetine,Paroxetine (Paxil),VITAMIN D DEFICIENCY,74
paroxetine,Paroxetine (Paxil),ANGINA UNSTABLE,73
paroxetine,Paroxetine (Paxil),COMMUNICATION DISORDER,73
paroxetine,Paroxetine (Paxil),EOSINOPHILIA,73
paroxetine,Paroxetine (Paxil),FULL BLOOD COUNT DECREASED,73
paroxetine,Paroxetine (Paxil),HEPATITIS ACUTE,73
paroxetine,Paroxetine (Paxil),LIVE BIRTH,73
paroxetine,Paroxetine (Paxil),MUSCLE STRAIN,73
paroxetine,Paroxetine (Paxil),OVARIAN CYST,73
paroxetine,Paroxetine (Paxil),PULMONARY VALVE INCOMPETENCE,73
paroxetine,Paroxetine (Paxil),SOMNAMBULISM,73
paroxetine,Paroxetine (Paxil),WRIST FRACTURE,73
paroxetine,Paroxetine (Paxil),ACIDOSIS,72
paroxetine,Paroxetine (Paxil),CEREBRAL HAEMATOMA,72
paroxetine,Paroxetine (Paxil),EJACULATION FAILURE,72
paroxetine,Paroxetine (Paxil),PRODUCT DISPENSING ERROR,72
paroxetine,Paroxetine (Paxil),SELF ESTEEM DECREASED,72
paroxetine,Paroxetine (Paxil),SMALL FOR DATES BABY,72
paroxetine,Paroxetine (Paxil),TONGUE DISORDER,72
paroxetine,Paroxetine (Paxil),AMYLASE INCREASED,71
paroxetine,Paroxetine (Paxil),BLINDNESS UNILATERAL,71
paroxetine,Paroxetine (Paxil),CLUMSINESS,71
paroxetine,Paroxetine (Paxil),DERMATITIS ATOPIC,71
paroxetine,Paroxetine (Paxil),FAECAL INCONTINENCE,71
paroxetine,Paroxetine (Paxil),GESTATIONAL DIABETES,71
paroxetine,Paroxetine (Paxil),GRANULOMA SKIN,71
paroxetine,Paroxetine (Paxil),HAIR COLOUR CHANGES,71
paroxetine,Paroxetine (Paxil),JOINT RANGE OF MOTION DECREASED,71
paroxetine,Paroxetine (Paxil),LARYNGITIS,71
paroxetine,Paroxetine (Paxil),MASS,71
paroxetine,Paroxetine (Paxil),MULTIPLE DRUG OVERDOSE,71
paroxetine,Paroxetine (Paxil),PROTEINURIA,71
paroxetine,Paroxetine (Paxil),RHEUMATOID NODULE,71
paroxetine,Paroxetine (Paxil),SPUTUM DISCOLOURED,71
paroxetine,Paroxetine (Paxil),TENDERNESS,71
paroxetine,Paroxetine (Paxil),BODY TEMPERATURE DECREASED,70
paroxetine,Paroxetine (Paxil),CATATONIA,70
paroxetine,Paroxetine (Paxil),CLOSTRIDIUM DIFFICILE INFECTION,70
paroxetine,Paroxetine (Paxil),CONGENITAL HYDROCEPHALUS,70
paroxetine,Paroxetine (Paxil),MUSCLE SPASTICITY,70
paroxetine,Paroxetine (Paxil),PHOTOPSIA,70
paroxetine,Paroxetine (Paxil),RHINITIS ALLERGIC,70
paroxetine,Paroxetine (Paxil),TOXIC EPIDERMAL NECROLYSIS,70
paroxetine,Paroxetine (Paxil),ACTIVATION SYNDROME,69
paroxetine,Paroxetine (Paxil),BLOOD PARATHYROID HORMONE DECREASED,69
paroxetine,Paroxetine (Paxil),BREAST PAIN,69
paroxetine,Paroxetine (Paxil),HYPERAESTHESIA,69
paroxetine,Paroxetine (Paxil),HYPERBILIRUBINAEMIA,69
paroxetine,Paroxetine (Paxil),LOSS OF EMPLOYMENT,69
paroxetine,Paroxetine (Paxil),POLYDIPSIA,69
paroxetine,Paroxetine (Paxil),RHONCHI,69
paroxetine,Paroxetine (Paxil),TOOTH EXTRACTION,69
paroxetine,Paroxetine (Paxil),ABSCESS,68
paroxetine,Paroxetine (Paxil),ENERGY INCREASED,68
paroxetine,Paroxetine (Paxil),HANGOVER,68
paroxetine,Paroxetine (Paxil),HEPATIC ENCEPHALOPATHY,68
paroxetine,Paroxetine (Paxil),HYPERTRIGLYCERIDAEMIA,68
paroxetine,Paroxetine (Paxil),HYPOSPADIAS,68
paroxetine,Paroxetine (Paxil),ILEUS,68
paroxetine,Paroxetine (Paxil),MUCOSAL INFLAMMATION,68
paroxetine,Paroxetine (Paxil),MULTIPLE FRACTURES,68
paroxetine,Paroxetine (Paxil),PLASMA CELL MYELOMA,68
paroxetine,Paroxetine (Paxil),WOUND INFECTION,68
paroxetine,Paroxetine (Paxil),BLOOD IRON DECREASED,67
paroxetine,Paroxetine (Paxil),CIRCULATORY COLLAPSE,67
paroxetine,Paroxetine (Paxil),COLITIS MICROSCOPIC,67
paroxetine,Paroxetine (Paxil),HAIR DISORDER,67
paroxetine,Paroxetine (Paxil),HYPERTHYROIDISM,67
paroxetine,Paroxetine (Paxil),INCORRECT DRUG ADMINISTRATION DURATION,67
paroxetine,Paroxetine (Paxil),MENSTRUATION IRREGULAR,67
paroxetine,Paroxetine (Paxil),NYSTAGMUS,67
paroxetine,Paroxetine (Paxil),PHARYNGOLARYNGEAL PAIN,67
paroxetine,Paroxetine (Paxil),SEASONAL ALLERGY,67
paroxetine,Paroxetine (Paxil),SPINAL COLUMN STENOSIS,67
paroxetine,Paroxetine (Paxil),THERAPEUTIC RESPONSE SHORTENED,67
paroxetine,Paroxetine (Paxil),AUTISM SPECTRUM DISORDER,66
paroxetine,Paroxetine (Paxil),BEHAVIOUR DISORDER,66
paroxetine,Paroxetine (Paxil),BRONCHOSPASM,66
paroxetine,Paroxetine (Paxil),BUNDLE BRANCH BLOCK LEFT,66
paroxetine,Paroxetine (Paxil),ELECTRIC SHOCK SENSATION,66
paroxetine,Paroxetine (Paxil),ELECTROENCEPHALOGRAM ABNORMAL,66
paroxetine,Paroxetine (Paxil),NEOPLASM PROGRESSION,66
paroxetine,Paroxetine (Paxil),REVERSIBLE CEREBRAL VASOCONSTRICTION SYNDROME,66
paroxetine,Paroxetine (Paxil),SHOCK HAEMORRHAGIC,66
paroxetine,Paroxetine (Paxil),APPETITE DISORDER,65
paroxetine,Paroxetine (Paxil),DYSPHORIA,65
paroxetine,Paroxetine (Paxil),FACIAL PAIN,65
paroxetine,Paroxetine (Paxil),MULTIPLE DRUG OVERDOSE INTENTIONAL,65
paroxetine,Paroxetine (Paxil),MYOGLOBIN URINE PRESENT,65
paroxetine,Paroxetine (Paxil),WEIGHT FLUCTUATION,65
paroxetine,Paroxetine (Paxil),DISINHIBITION,64
paroxetine,Paroxetine (Paxil),ERUCTATION,64
paroxetine,Paroxetine (Paxil),GENERALISED ANXIETY DISORDER,64
paroxetine,Paroxetine (Paxil),HIP ARTHROPLASTY,64
paroxetine,Paroxetine (Paxil),INTERVERTEBRAL DISC DISORDER,64
paroxetine,Paroxetine (Paxil),MULTIPLE INJURIES,64
paroxetine,Paroxetine (Paxil),TIC,64
paroxetine,Paroxetine (Paxil),URINE OUTPUT DECREASED,64
paroxetine,Paroxetine (Paxil),ALCOHOL POISONING,63
paroxetine,Paroxetine (Paxil),DERMATITIS CONTACT,63
paroxetine,Paroxetine (Paxil),GRANULOMA,63
paroxetine,Paroxetine (Paxil),IMPAIRED QUALITY OF LIFE,63
paroxetine,Paroxetine (Paxil),LIP DRY,63
paroxetine,Paroxetine (Paxil),LOW DENSITY LIPOPROTEIN INCREASED,63
escitalopram,Escitalopram (Lexapro),FATIGUE,9199
escitalopram,Escitalopram (Lexapro),NAUSEA,9160
escitalopram,Escitalopram (Lexapro),DRUG INEFFECTIVE,8597
escitalopram,Escitalopram (Lexapro),HEADACHE,7114
escitalopram,Escitalopram (Lexapro),DIARRHOEA,6710
escitalopram,Escitalopram (Lexapro),ANXIETY,6446
escitalopram,Escitalopram (Lexapro),DIZZINESS,6088
escitalopram,Escitalopram (Lexapro),DEPRESSION,5980
escitalopram,Escitalopram (Lexapro),OFF LABEL USE,5855
escitalopram,Escitalopram (Lexapro),PAIN,5650
escitalopram,Escitalopram (Lexapro),FALL,5403
escitalopram,Escitalopram (Lexapro),DYSPNOEA,5271
escitalopram,Escitalopram (Lexapro),VOMITING,5093
escitalopram,Escitalopram (Lexapro),INSOMNIA,4378
escitalopram,Escitalopram (Lexapro),ASTHENIA,4355
escitalopram,Escitalopram (Lexapro),SOMNOLENCE,3952
escitalopram,Escitalopram (Lexapro),CONDITION AGGRAVATED,3895
escitalopram,Escitalopram (Lexapro),MALAISE,3879
escitalopram,Escitalopram (Lexapro),ARTHRALGIA,3754
escitalopram,Escitalopram (Lexapro),DRUG INTERACTION,3707
escitalopram,Escitalopram (Lexapro),RASH,3267
escitalopram,Escitalopram (Lexapro),WEIGHT INCREASED,3236
escitalopram,Escitalopram (Lexapro),WEIGHT DECREASED,3231
escitalopram,Escitalopram (Lexapro),TREMOR,3210
escitalopram,Escitalopram (Lexapro),DEATH,3126
escitalopram,Escitalopram (Lexapro),FEELING ABNORMAL,3103
escitalopram,Escitalopram (Lexapro),SUICIDAL IDEATION,3100
escitalopram,Escitalopram (Lexapro),PRURITUS,3053
escitalopram,Escitalopram (Lexapro),PAIN IN EXTREMITY,2935
escitalopram,Escitalopram (Lexapro),PYREXIA,2910
escitalopram,Escitalopram (Lexapro),PNEUMONIA,2905
escitalopram,Escitalopram (Lexapro),CONFUSIONAL STATE,2830
escitalopram,Escitalopram (Lexapro),COUGH,2765
escitalopram,Escitalopram (Lexapro),DECREASED APPETITE,2731
escitalopram,Escitalopram (Lexapro),ABDOMINAL PAIN,2620
escitalopram,Escitalopram (Lexapro),COMPLETED SUICIDE,2487
escitalopram,Escitalopram (Lexapro),CONSTIPATION,2388
escitalopram,Escitalopram (Lexapro),BACK PAIN,2382
escitalopram,Escitalopram (Lexapro),SUICIDE ATTEMPT,2367
escitalopram,Escitalopram (Lexapro),HYPOTENSION,2210
escitalopram,Escitalopram (Lexapro),URINARY TRACT INFECTION,2210
escitalopram,Escitalopram (Lexapro),GAIT DISTURBANCE,2187
escitalopram,Escitalopram (Lexapro),HYPERTENSION,2154
escitalopram,Escitalopram (Lexapro),ABDOMINAL PAIN UPPER,2148
escitalopram,Escitalopram (Lexapro),PRODUCT DOSE OMISSION ISSUE,2090
escitalopram,Escitalopram (Lexapro),HYPERHIDROSIS,2044
escitalopram,Escitalopram (Lexapro),TOXICITY TO VARIOUS AGENTS,1949
escitalopram,Escitalopram (Lexapro),ACUTE KIDNEY INJURY,1943
escitalopram,Escitalopram (Lexapro),CHEST PAIN,1924
escitalopram,Escitalopram (Lexapro),OVERDOSE,1902
escitalopram,Escitalopram (Lexapro),PRODUCT USE IN UNAPPROVED INDICATION,1880
escitalopram,Escitalopram (Lexapro),MEMORY IMPAIRMENT,1866
escitalopram,Escitalopram (Lexapro),COVID-19,1857
escitalopram,Escitalopram (Lexapro),PARAESTHESIA,1855
escitalopram,Escitalopram (Lexapro),INTENTIONAL OVERDOSE,1844
escitalopram,Escitalopram (Lexapro),MUSCLE SPASMS,1837
escitalopram,Escitalopram (Lexapro),BLOOD PRESSURE INCREASED,1815
escitalopram,Escitalopram (Lexapro),MYALGIA,1783
escitalopram,Escitalopram (Lexapro),ANAEMIA,1765
escitalopram,Escitalopram (Lexapro),DEHYDRATION,1752
escitalopram,Escitalopram (Lexapro),LOSS OF CONSCIOUSNESS,1742
escitalopram,Escitalopram (Lexapro),ABDOMINAL DISCOMFORT,1705
escitalopram,Escitalopram (Lexapro),HYPOAESTHESIA,1674
escitalopram,Escitalopram (Lexapro),PULMONARY EMBOLISM,1664
escitalopram,Escitalopram (Lexapro),AGITATION,1622
escitalopram,Escitalopram (Lexapro),ALOPECIA,1619
escitalopram,Escitalopram (Lexapro),SEROTONIN SYNDROME,1601
escitalopram,Escitalopram (Lexapro),NASOPHARYNGITIS,1580
escitalopram,Escitalopram (Lexapro),VISION BLURRED,1555
escitalopram,Escitalopram (Lexapro),PALPITATIONS,1546
escitalopram,Escitalopram (Lexapro),TACHYCARDIA,1466
escitalopram,Escitalopram (Lexapro),SYNCOPE,1465
escitalopram,Escitalopram (Lexapro),BALANCE DISORDER,1436
escitalopram,Escitalopram (Lexapro),INJECTION SITE PAIN,1433
escitalopram,Escitalopram (Lexapro),RENAL FAILURE,1430
escitalopram,Escitalopram (Lexapro),HYPERSENSITIVITY,1415
escitalopram,Escitalopram (Lexapro),HALLUCINATION,1390
escitalopram,Escitalopram (Lexapro),CHILLS,1385
escitalopram,Escitalopram (Lexapro),MIGRAINE,1379
escitalopram,Escitalopram (Lexapro),CHRONIC KIDNEY DISEASE,1376
escitalopram,Escitalopram (Lexapro),OEDEMA PERIPHERAL,1308
escitalopram,Escitalopram (Lexapro),SEIZURE,1294
escitalopram,Escitalopram (Lexapro),DRUG HYPERSENSITIVITY,1280
escitalopram,Escitalopram (Lexapro),CEREBROVASCULAR ACCIDENT,1273
escitalopram,Escitalopram (Lexapro),HYPONATRAEMIA,1267
escitalopram,Escitalopram (Lexapro),MUSCULAR WEAKNESS,1249
escitalopram,Escitalopram (Lexapro),SINUSITIS,1231
escitalopram,Escitalopram (Lexapro),PERIPHERAL SWELLING,1209
escitalopram,Escitalopram (Lexapro),DIABETES MELLITUS,1205
escitalopram,Escitalopram (Lexapro),ERYTHEMA,1204
escitalopram,Escitalopram (Lexapro),ASTHMA,1198
escitalopram,Escitalopram (Lexapro),INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,1196
escitalopram,Escitalopram (Lexapro),CONTUSION,1192
escitalopram,Escitalopram (Lexapro),ELECTROCARDIOGRAM QT PROLONGED,1186
escitalopram,Escitalopram (Lexapro),SLEEP DISORDER,1156
escitalopram,Escitalopram (Lexapro),DRUG DOSE OMISSION,1139
escitalopram,Escitalopram (Lexapro),FLUSHING,1135
escitalopram,Escitalopram (Lexapro),GASTROOESOPHAGEAL REFLUX DISEASE,1124
escitalopram,Escitalopram (Lexapro),STRESS,1124
escitalopram,Escitalopram (Lexapro),DISTURBANCE IN ATTENTION,1112
escitalopram,Escitalopram (Lexapro),EMOTIONAL DISTRESS,1112
escitalopram,Escitalopram (Lexapro),AMNESIA,1099
escitalopram,Escitalopram (Lexapro),FOETAL EXPOSURE DURING PREGNANCY,1098
escitalopram,Escitalopram (Lexapro),HEART RATE INCREASED,1085
escitalopram,Escitalopram (Lexapro),URTICARIA,1077
escitalopram,Escitalopram (Lexapro),INCORRECT DOSE ADMINISTERED,1069
escitalopram,Escitalopram (Lexapro),DEEP VEIN THROMBOSIS,1066
escitalopram,Escitalopram (Lexapro),GENERAL PHYSICAL HEALTH DETERIORATION,1052
escitalopram,Escitalopram (Lexapro),DRY MOUTH,1048
escitalopram,Escitalopram (Lexapro),SEPSIS,1044
escitalopram,Escitalopram (Lexapro),BRONCHITIS,1039
escitalopram,Escitalopram (Lexapro),PANIC ATTACK,1038
escitalopram,Escitalopram (Lexapro),PRODUCT USE ISSUE,1038
escitalopram,Escitalopram (Lexapro),IRRITABILITY,1031
escitalopram,Escitalopram (Lexapro),BLOOD GLUCOSE INCREASED,1027
escitalopram,Escitalopram (Lexapro),DYSPHAGIA,1023
escitalopram,Escitalopram (Lexapro),INFECTION,1021
escitalopram,Escitalopram (Lexapro),INFLUENZA,1019
escitalopram,Escitalopram (Lexapro),DYSPEPSIA,1015
escitalopram,Escitalopram (Lexapro),COMA,1004
escitalopram,Escitalopram (Lexapro),DEPRESSED MOOD,995
escitalopram,Escitalopram (Lexapro),TINNITUS,981
escitalopram,Escitalopram (Lexapro),CHEST DISCOMFORT,973
escitalopram,Escitalopram (Lexapro),PRODUCT SUBSTITUTION ISSUE,968
escitalopram,Escitalopram (Lexapro),CONVULSION,958
escitalopram,Escitalopram (Lexapro),LOSS OF PERSONAL INDEPENDENCE IN DAILY ACTIVITIES,955
escitalopram,Escitalopram (Lexapro),ABDOMINAL DISTENSION,951
escitalopram,Escitalopram (Lexapro),MUSCULOSKELETAL STIFFNESS,944
escitalopram,Escitalopram (Lexapro),DYSKINESIA,934
escitalopram,Escitalopram (Lexapro),ATRIAL FIBRILLATION,929
escitalopram,Escitalopram (Lexapro),VISUAL IMPAIRMENT,927
escitalopram,Escitalopram (Lexapro),WHITE BLOOD CELL COUNT DECREASED,927
escitalopram,Escitalopram (Lexapro),INJURY,926
escitalopram,Escitalopram (Lexapro),ARTHRITIS,920
escitalopram,Escitalopram (Lexapro),HAEMOGLOBIN DECREASED,918
escitalopram,Escitalopram (Lexapro),NEUROPATHY PERIPHERAL,917
escitalopram,Escitalopram (Lexapro),OROPHARYNGEAL PAIN,912
escitalopram,Escitalopram (Lexapro),MYOCARDIAL INFARCTION,910
escitalopram,Escitalopram (Lexapro),THROMBOSIS,906
escitalopram,Escitalopram (Lexapro),LETHARGY,900
escitalopram,Escitalopram (Lexapro),AGGRESSION,898
escitalopram,Escitalopram (Lexapro),VERTIGO,887
escitalopram,Escitalopram (Lexapro),HOT FLUSH,886
escitalopram,Escitalopram (Lexapro),MENTAL DISORDER,878
escitalopram,Escitalopram (Lexapro),PSORIASIS,875
escitalopram,Escitalopram (Lexapro),WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,873
escitalopram,Escitalopram (Lexapro),WITHDRAWAL SYNDROME,870
escitalopram,Escitalopram (Lexapro),INTENTIONAL PRODUCT USE ISSUE,865
escitalopram,Escitalopram (Lexapro),DYSGEUSIA,863
escitalopram,Escitalopram (Lexapro),DRUG ABUSE,858
escitalopram,Escitalopram (Lexapro),RESTLESSNESS,858
escitalopram,Escitalopram (Lexapro),DRUG INTOLERANCE,852
escitalopram,Escitalopram (Lexapro),INFLUENZA LIKE ILLNESS,847
escitalopram,Escitalopram (Lexapro),CARDIAC ARREST,833
escitalopram,Escitalopram (Lexapro),COGNITIVE DISORDER,831
escitalopram,Escitalopram (Lexapro),JOINT SWELLING,830
escitalopram,Escitalopram (Lexapro),PLATELET COUNT DECREASED,819
escitalopram,Escitalopram (Lexapro),THERAPEUTIC PRODUCT EFFECT INCOMPLETE,818
escitalopram,Escitalopram (Lexapro),TYPE 2 DIABETES MELLITUS,814
escitalopram,Escitalopram (Lexapro),ILLNESS,809
escitalopram,Escitalopram (Lexapro),HOSPITALISATION,806
escitalopram,Escitalopram (Lexapro),GASTROINTESTINAL DISORDER,793
escitalopram,Escitalopram (Lexapro),EYE PAIN,790
escitalopram,Escitalopram (Lexapro),NIGHTMARE,789
escitalopram,Escitalopram (Lexapro),WHEEZING,789
escitalopram,Escitalopram (Lexapro),CARDIO-RESPIRATORY ARREST,784
escitalopram,Escitalopram (Lexapro),DRUG WITHDRAWAL SYNDROME,781
escitalopram,Escitalopram (Lexapro),NECK PAIN,768
escitalopram,Escitalopram (Lexapro),NERVOUSNESS,764
escitalopram,Escitalopram (Lexapro),CRYING,750
escitalopram,Escitalopram (Lexapro),MULTIPLE SCLEROSIS RELAPSE,744
escitalopram,Escitalopram (Lexapro),DRY SKIN,732
escitalopram,Escitalopram (Lexapro),PRODUCTIVE COUGH,732
escitalopram,Escitalopram (Lexapro),UNEVALUABLE EVENT,725
escitalopram,Escitalopram (Lexapro),HYPOKALAEMIA,719
escitalopram,Escitalopram (Lexapro),SWELLING FACE,718
escitalopram,Escitalopram (Lexapro),ABNORMAL BEHAVIOUR,711
escitalopram,Escitalopram (Lexapro),CARDIAC FAILURE CONGESTIVE,704
escitalopram,Escitalopram (Lexapro),BRADYCARDIA,696
escitalopram,Escitalopram (Lexapro),DYSPHONIA,696
escitalopram,Escitalopram (Lexapro),SPEECH DISORDER,695
escitalopram,Escitalopram (Lexapro),NEUTROPENIA,693
escitalopram,Escitalopram (Lexapro),PRODUCT QUALITY ISSUE,691
escitalopram,Escitalopram (Lexapro),ADVERSE DRUG REACTION,690
escitalopram,Escitalopram (Lexapro),THROMBOCYTOPENIA,685
escitalopram,Escitalopram (Lexapro),MOBILITY DECREASED,680
escitalopram,Escitalopram (Lexapro),FEELING HOT,670
escitalopram,Escitalopram (Lexapro),SWELLING,670
escitalopram,Escitalopram (Lexapro),SWOLLEN TONGUE,662
escitalopram,Escitalopram (Lexapro),ANGER,660
escitalopram,Escitalopram (Lexapro),BLOOD CHOLESTEROL INCREASED,657
escitalopram,Escitalopram (Lexapro),RHEUMATOID ARTHRITIS,657
escitalopram,Escitalopram (Lexapro),GASTROINTESTINAL HAEMORRHAGE,654
escitalopram,Escitalopram (Lexapro),OXYGEN SATURATION DECREASED,652
escitalopram,Escitalopram (Lexapro),INJECTION SITE ERYTHEMA,650
escitalopram,Escitalopram (Lexapro),BURNING SENSATION,646
escitalopram,Escitalopram (Lexapro),DISORIENTATION,636
escitalopram,Escitalopram (Lexapro),TREATMENT NONCOMPLIANCE,635
escitalopram,Escitalopram (Lexapro),PANCREATITIS,629
escitalopram,Escitalopram (Lexapro),ANHEDONIA,628
escitalopram,Escitalopram (Lexapro),MEDICATION ERROR,628
escitalopram,Escitalopram (Lexapro),CHRONIC OBSTRUCTIVE PULMONARY DISEASE,627
escitalopram,Escitalopram (Lexapro),ALANINE AMINOTRANSFERASE INCREASED,620
escitalopram,Escitalopram (Lexapro),DEPRESSED LEVEL OF CONSCIOUSNESS,619
escitalopram,Escitalopram (Lexapro),BLOOD PRESSURE DECREASED,618
escitalopram,Escitalopram (Lexapro),NASAL CONGESTION,617
escitalopram,Escitalopram (Lexapro),HAEMATOCHEZIA,616
escitalopram,Escitalopram (Lexapro),PRODUCT DOSE OMISSION,614
escitalopram,Escitalopram (Lexapro),HYPOXIA,613
escitalopram,Escitalopram (Lexapro),OSTEOARTHRITIS,613
escitalopram,Escitalopram (Lexapro),MAJOR DEPRESSION,612
escitalopram,Escitalopram (Lexapro),DISEASE PROGRESSION,610
escitalopram,Escitalopram (Lexapro),EPISTAXIS,610
escitalopram,Escitalopram (Lexapro),RHINORRHOEA,595
escitalopram,Escitalopram (Lexapro),RESPIRATORY FAILURE,591
escitalopram,Escitalopram (Lexapro),PSYCHOTIC DISORDER,589
escitalopram,Escitalopram (Lexapro),MANIA,588
escitalopram,Escitalopram (Lexapro),CARDIAC DISORDER,583
escitalopram,Escitalopram (Lexapro),HYPERSOMNIA,579
escitalopram,Escitalopram (Lexapro),INTENTIONAL PRODUCT MISUSE,578
escitalopram,Escitalopram (Lexapro),INTENTIONAL SELF-INJURY,574
escitalopram,Escitalopram (Lexapro),DISCOMFORT,571
escitalopram,Escitalopram (Lexapro),DYSARTHRIA,569
escitalopram,Escitalopram (Lexapro),PLEURAL EFFUSION,568
escitalopram,Escitalopram (Lexapro),ABNORMAL DREAMS,566
escitalopram,Escitalopram (Lexapro),HAEMORRHAGE,566
escitalopram,Escitalopram (Lexapro),RECTAL HAEMORRHAGE,564
escitalopram,Escitalopram (Lexapro),HEAD INJURY,561
escitalopram,Escitalopram (Lexapro),SEDATION,557
escitalopram,Escitalopram (Lexapro),DISEASE RECURRENCE,555
escitalopram,Escitalopram (Lexapro),UPPER RESPIRATORY TRACT INFECTION,551
escitalopram,Escitalopram (Lexapro),FLATULENCE,550
escitalopram,Escitalopram (Lexapro),MATERNAL EXPOSURE DURING PREGNANCY,549
escitalopram,Escitalopram (Lexapro),MUSCULOSKELETAL PAIN,549
escitalopram,Escitalopram (Lexapro),METABOLIC ACIDOSIS,548
escitalopram,Escitalopram (Lexapro),MUSCLE TWITCHING,547
escitalopram,Escitalopram (Lexapro),ASPARTATE AMINOTRANSFERASE INCREASED,544
escitalopram,Escitalopram (Lexapro),URINARY INCONTINENCE,544
escitalopram,Escitalopram (Lexapro),ROAD TRAFFIC ACCIDENT,537
escitalopram,Escitalopram (Lexapro),POLLAKIURIA,535
escitalopram,Escitalopram (Lexapro),HERPES ZOSTER,533
escitalopram,Escitalopram (Lexapro),SEXUAL DYSFUNCTION,531
escitalopram,Escitalopram (Lexapro),DIPLOPIA,528
escitalopram,Escitalopram (Lexapro),SLEEP APNOEA SYNDROME,525
escitalopram,Escitalopram (Lexapro),THERAPY CESSATION,525
escitalopram,Escitalopram (Lexapro),MENTAL STATUS CHANGES,522
escitalopram,Escitalopram (Lexapro),DELIRIUM,520
escitalopram,Escitalopram (Lexapro),HEPATIC ENZYME INCREASED,520
escitalopram,Escitalopram (Lexapro),DRUG DEPENDENCE,518
escitalopram,Escitalopram (Lexapro),CELLULITIS,517
escitalopram,Escitalopram (Lexapro),NEPHROLITHIASIS,515
escitalopram,Escitalopram (Lexapro),HYPOTHYROIDISM,514
escitalopram,Escitalopram (Lexapro),DRUG INEFFECTIVE FOR UNAPPROVED INDICATION,510
escitalopram,Escitalopram (Lexapro),HYPOGLYCAEMIA,508
escitalopram,Escitalopram (Lexapro),MULTIPLE SCLEROSIS,508
escitalopram,Escitalopram (Lexapro),PARANOIA,507
escitalopram,Escitalopram (Lexapro),URINARY RETENTION,506
escitalopram,Escitalopram (Lexapro),PRESYNCOPE,505
escitalopram,Escitalopram (Lexapro),SKIN EXFOLIATION,505
escitalopram,Escitalopram (Lexapro),NIGHT SWEATS,501
escitalopram,Escitalopram (Lexapro),HAEMATEMESIS,499
escitalopram,Escitalopram (Lexapro),THERAPEUTIC RESPONSE UNEXPECTED,497
escitalopram,Escitalopram (Lexapro),RENAL IMPAIRMENT,496
escitalopram,Escitalopram (Lexapro),THERAPY INTERRUPTED,496
escitalopram,Escitalopram (Lexapro),NO ADVERSE EVENT,493
escitalopram,Escitalopram (Lexapro),SURGERY,493
escitalopram,Escitalopram (Lexapro),ALTERED STATE OF CONSCIOUSNESS,490
escitalopram,Escitalopram (Lexapro),BONE PAIN,490
escitalopram,Escitalopram (Lexapro),CHOLELITHIASIS,490
escitalopram,Escitalopram (Lexapro),RHABDOMYOLYSIS,490
escitalopram,Escitalopram (Lexapro),ECZEMA,489
escitalopram,Escitalopram (Lexapro),ARRHYTHMIA,488
escitalopram,Escitalopram (Lexapro),CROHN^S DISEASE,486
escitalopram,Escitalopram (Lexapro),ERECTILE DYSFUNCTION,486
escitalopram,Escitalopram (Lexapro),MOOD SWINGS,486
escitalopram,Escitalopram (Lexapro),BLINDNESS,484
escitalopram,Escitalopram (Lexapro),HAEMATURIA,484
escitalopram,Escitalopram (Lexapro),EMOTIONAL DISORDER,482
escitalopram,Escitalopram (Lexapro),BLOOD CREATININE INCREASED,480
escitalopram,Escitalopram (Lexapro),STOMATITIS,473
escitalopram,Escitalopram (Lexapro),AKATHISIA,468
escitalopram,Escitalopram (Lexapro),INAPPROPRIATE SCHEDULE OF DRUG ADMINISTRATION,467
escitalopram,Escitalopram (Lexapro),"HALLUCINATION, VISUAL",466
escitalopram,Escitalopram (Lexapro),IMPAIRED WORK ABILITY,465
escitalopram,Escitalopram (Lexapro),LUNG DISORDER,464
escitalopram,Escitalopram (Lexapro),OEDEMA,464
escitalopram,Escitalopram (Lexapro),CATARACT,459
escitalopram,Escitalopram (Lexapro),RASH PRURITIC,455
escitalopram,Escitalopram (Lexapro),FEAR,452
