generic_name,display_name,reaction_term,count
fluoxetine,Fluoxetine (Prozac),COORDINATION ABNORMAL,295
fluoxetine,Fluoxetine (Prozac),DIABETES MELLITUS INADEQUATE CONTROL,293
fluoxetine,Fluoxetine (Prozac),LYMPHADENOPATHY,293
fluoxetine,Fluoxetine (Prozac),SKIN DISCOLOURATION,293
fluoxetine,Fluoxetine (Prozac),STAPHYLOCOCCAL INFECTION,293
fluoxetine,Fluoxetine (Prozac),NERVOUS SYSTEM DISORDER,292
fluoxetine,Fluoxetine (Prozac),INJECTION SITE SWELLING,289
fluoxetine,Fluoxetine (Prozac),THERAPY INTERRUPTED,288
fluoxetine,Fluoxetine (Prozac),GENERALISED OEDEMA,287
fluoxetine,Fluoxetine (Prozac),RESPIRATORY DISTRESS,287
fluoxetine,Fluoxetine (Prozac),PHYSICAL DECONDITIONING,284
fluoxetine,Fluoxetine (Prozac),HEART RATE DECREASED,283
fluoxetine,Fluoxetine (Prozac),NEUROLEPTIC MALIGNANT SYNDROME,282
fluoxetine,Fluoxetine (Prozac),RENAL DISORDER,282
fluoxetine,Fluoxetine (Prozac),LIP SWELLING,280
fluoxetine,Fluoxetine (Prozac),ANGINA PECTORIS,278
fluoxetine,Fluoxetine (Prozac),DERMATITIS ATOPIC,278
fluoxetine,Fluoxetine (Prozac),LIBIDO DECREASED,278
fluoxetine,Fluoxetine (Prozac),ACNE,276
fluoxetine,Fluoxetine (Prozac),CARDIOMEGALY,276
fluoxetine,Fluoxetine (Prozac),ENCEPHALOPATHY,276
fluoxetine,Fluoxetine (Prozac),DEVICE ISSUE,275
fluoxetine,Fluoxetine (Prozac),INTERNATIONAL NORMALISED RATIO INCREASED,274
fluoxetine,Fluoxetine (Prozac),SINUS BRADYCARDIA,274
fluoxetine,Fluoxetine (Prozac),GALLBLADDER DISORDER,273
fluoxetine,Fluoxetine (Prozac),MIDDLE INSOMNIA,272
fluoxetine,Fluoxetine (Prozac),RASH ERYTHEMATOUS,271
fluoxetine,Fluoxetine (Prozac),GASTRIC DISORDER,270
fluoxetine,Fluoxetine (Prozac),LOSS OF LIBIDO,270
fluoxetine,Fluoxetine (Prozac),OCULAR DISCOMFORT,270
fluoxetine,Fluoxetine (Prozac),BLOOD GLUCOSE DECREASED,269
fluoxetine,Fluoxetine (Prozac),IRRITABLE BOWEL SYNDROME,269
fluoxetine,Fluoxetine (Prozac),SUICIDAL BEHAVIOUR,269
fluoxetine,Fluoxetine (Prozac),INJECTION SITE HAEMORRHAGE,268
fluoxetine,Fluoxetine (Prozac),HIP FRACTURE,266
fluoxetine,Fluoxetine (Prozac),WHITE BLOOD CELL COUNT ABNORMAL,265
fluoxetine,Fluoxetine (Prozac),GAIT INABILITY,264
fluoxetine,Fluoxetine (Prozac),TALIPES,264
fluoxetine,Fluoxetine (Prozac),IMPAIRED WORK ABILITY,263
fluoxetine,Fluoxetine (Prozac),INTENTIONAL DRUG MISUSE,261
fluoxetine,Fluoxetine (Prozac),COLITIS,260
fluoxetine,Fluoxetine (Prozac),HAEMATOMA,260
fluoxetine,Fluoxetine (Prozac),FEELING COLD,259
fluoxetine,Fluoxetine (Prozac),JOINT INJURY,259
fluoxetine,Fluoxetine (Prozac),HYPOPHAGIA,257
fluoxetine,Fluoxetine (Prozac),FOOT FRACTURE,256
fluoxetine,Fluoxetine (Prozac),HEART RATE IRREGULAR,254
fluoxetine,Fluoxetine (Prozac),LIMB DISCOMFORT,252
fluoxetine,Fluoxetine (Prozac),PSORIATIC ARTHROPATHY,251
fluoxetine,Fluoxetine (Prozac),VIRAL INFECTION,250
fluoxetine,Fluoxetine (Prozac),LEUKOCYTOSIS,249
fluoxetine,Fluoxetine (Prozac),PRE-EXISTING CONDITION IMPROVED,249
fluoxetine,Fluoxetine (Prozac),RETCHING,249
fluoxetine,Fluoxetine (Prozac),DRUG WITHDRAWAL SYNDROME NEONATAL,247
fluoxetine,Fluoxetine (Prozac),PARKINSONISM,247
fluoxetine,Fluoxetine (Prozac),ACUTE MYOCARDIAL INFARCTION,244
fluoxetine,Fluoxetine (Prozac),FUNGAL INFECTION,244
fluoxetine,Fluoxetine (Prozac),LIVER DISORDER,244
fluoxetine,Fluoxetine (Prozac),PANCREATITIS ACUTE,244
fluoxetine,Fluoxetine (Prozac),RASH MACULAR,244
fluoxetine,Fluoxetine (Prozac),DISSOCIATION,242
fluoxetine,Fluoxetine (Prozac),PANCYTOPENIA,242
fluoxetine,Fluoxetine (Prozac),BODY TEMPERATURE INCREASED,241
fluoxetine,Fluoxetine (Prozac),VISUAL ACUITY REDUCED,241
fluoxetine,Fluoxetine (Prozac),BLOOD SODIUM DECREASED,240
fluoxetine,Fluoxetine (Prozac),EAR INFECTION,240
fluoxetine,Fluoxetine (Prozac),PERSONALITY CHANGE,240
fluoxetine,Fluoxetine (Prozac),CONTRAINDICATED PRODUCT ADMINISTERED,239
fluoxetine,Fluoxetine (Prozac),INTESTINAL OBSTRUCTION,239
fluoxetine,Fluoxetine (Prozac),TEARFULNESS,238
fluoxetine,Fluoxetine (Prozac),PAIN IN JAW,236
fluoxetine,Fluoxetine (Prozac),SOCIAL AVOIDANT BEHAVIOUR,236
fluoxetine,Fluoxetine (Prozac),AFFECTIVE DISORDER,234
fluoxetine,Fluoxetine (Prozac),LIMB INJURY,234
fluoxetine,Fluoxetine (Prozac),IMPAIRED HEALING,233
fluoxetine,Fluoxetine (Prozac),PULMONARY HYPERTENSION,231
fluoxetine,Fluoxetine (Prozac),EYE IRRITATION,230
fluoxetine,Fluoxetine (Prozac),EYE DISORDER,229
fluoxetine,Fluoxetine (Prozac),THROAT TIGHTNESS,229
fluoxetine,Fluoxetine (Prozac),URINARY TRACT DISORDER,229
fluoxetine,Fluoxetine (Prozac),DISINHIBITION,228
fluoxetine,Fluoxetine (Prozac),INAPPROPRIATE ANTIDIURETIC HORMONE SECRETION,228
fluoxetine,Fluoxetine (Prozac),SELF-INJURIOUS IDEATION,228
fluoxetine,Fluoxetine (Prozac),SEPTIC SHOCK,227
fluoxetine,Fluoxetine (Prozac),VENTRICULAR TACHYCARDIA,227
fluoxetine,Fluoxetine (Prozac),CHOLECYSTITIS CHRONIC,226
fluoxetine,Fluoxetine (Prozac),ELECTROCARDIOGRAM QRS COMPLEX PROLONGED,226
fluoxetine,Fluoxetine (Prozac),HIATUS HERNIA,226
fluoxetine,Fluoxetine (Prozac),HYPERKALAEMIA,226
fluoxetine,Fluoxetine (Prozac),BLOOD ALKALINE PHOSPHATASE INCREASED,225
fluoxetine,Fluoxetine (Prozac),COLITIS ULCERATIVE,225
fluoxetine,Fluoxetine (Prozac),SKIN LESION,225
fluoxetine,Fluoxetine (Prozac),JOINT STIFFNESS,224
fluoxetine,Fluoxetine (Prozac),SENSORY DISTURBANCE,224
fluoxetine,Fluoxetine (Prozac),CARDIAC MURMUR,223
fluoxetine,Fluoxetine (Prozac),JAUNDICE,222
fluoxetine,Fluoxetine (Prozac),AMAUROSIS FUGAX,221
fluoxetine,Fluoxetine (Prozac),CEREBRAL HAEMORRHAGE,221
fluoxetine,Fluoxetine (Prozac),HYPOACUSIS,221
fluoxetine,Fluoxetine (Prozac),INTERVERTEBRAL DISC DEGENERATION,221
fluoxetine,Fluoxetine (Prozac),AFFECT LABILITY,220
fluoxetine,Fluoxetine (Prozac),CHROMATURIA,220
fluoxetine,Fluoxetine (Prozac),INITIAL INSOMNIA,220
fluoxetine,Fluoxetine (Prozac),MUSCLE TIGHTNESS,219
fluoxetine,Fluoxetine (Prozac),DEVICE MALFUNCTION,217
fluoxetine,Fluoxetine (Prozac),HAEMORRHOIDS,216
fluoxetine,Fluoxetine (Prozac),HAEMATOCRIT DECREASED,215
fluoxetine,Fluoxetine (Prozac),PANIC REACTION,215
fluoxetine,Fluoxetine (Prozac),DEMENTIA,214
fluoxetine,Fluoxetine (Prozac),COLD SWEAT,213
fluoxetine,Fluoxetine (Prozac),HAEMOPTYSIS,213
fluoxetine,Fluoxetine (Prozac),MITRAL VALVE INCOMPETENCE,213
fluoxetine,Fluoxetine (Prozac),OSTEOPENIA,213
fluoxetine,Fluoxetine (Prozac),THIRST,213
fluoxetine,Fluoxetine (Prozac),RED BLOOD CELL COUNT DECREASED,212
fluoxetine,Fluoxetine (Prozac),INJECTION SITE MASS,211
fluoxetine,Fluoxetine (Prozac),SKIN BURNING SENSATION,211
fluoxetine,Fluoxetine (Prozac),TOOTH DISORDER,211
fluoxetine,Fluoxetine (Prozac),ANKLE FRACTURE,210
fluoxetine,Fluoxetine (Prozac),DEVICE EXPULSION,210
fluoxetine,Fluoxetine (Prozac),DRUG EFFECT INCOMPLETE,210
fluoxetine,Fluoxetine (Prozac),EAR PAIN,210
fluoxetine,Fluoxetine (Prozac),TIC,210
fluoxetine,Fluoxetine (Prozac),BONE DISORDER,209
fluoxetine,Fluoxetine (Prozac),SOMNAMBULISM,209
fluoxetine,Fluoxetine (Prozac),FEMUR FRACTURE,208
fluoxetine,Fluoxetine (Prozac),HYPERREFLEXIA,208
fluoxetine,Fluoxetine (Prozac),PALLOR,208
fluoxetine,Fluoxetine (Prozac),PRURITUS GENERALISED,208
fluoxetine,Fluoxetine (Prozac),ORAL PAIN,207
fluoxetine,Fluoxetine (Prozac),BRUXISM,206
fluoxetine,Fluoxetine (Prozac),DEAFNESS,206
fluoxetine,Fluoxetine (Prozac),DECREASED INTEREST,206
fluoxetine,Fluoxetine (Prozac),SPINAL OSTEOARTHRITIS,206
fluoxetine,Fluoxetine (Prozac),BLOOD PRESSURE FLUCTUATION,205
fluoxetine,Fluoxetine (Prozac),INTENTIONAL DOSE OMISSION,205
fluoxetine,Fluoxetine (Prozac),LOWER LIMB FRACTURE,205
fluoxetine,Fluoxetine (Prozac),MICTURITION URGENCY,204
fluoxetine,Fluoxetine (Prozac),HEMIPARESIS,203
fluoxetine,Fluoxetine (Prozac),MATERNAL DRUGS AFFECTING FOETUS,203
fluoxetine,Fluoxetine (Prozac),PULMONARY CONGESTION,203
fluoxetine,Fluoxetine (Prozac),DEVICE DISLOCATION,202
fluoxetine,Fluoxetine (Prozac),NEOPLASM MALIGNANT,202
fluoxetine,Fluoxetine (Prozac),SKIN ULCER,202
fluoxetine,Fluoxetine (Prozac),ATAXIA,201
fluoxetine,Fluoxetine (Prozac),C-REACTIVE PROTEIN INCREASED,201
fluoxetine,Fluoxetine (Prozac),HEPATITIS,201
fluoxetine,Fluoxetine (Prozac),GRAND MAL CONVULSION,198
fluoxetine,Fluoxetine (Prozac),FEELING DRUNK,195
fluoxetine,Fluoxetine (Prozac),KIDNEY INFECTION,195
fluoxetine,Fluoxetine (Prozac),NEUTROPHIL COUNT DECREASED,195
fluoxetine,Fluoxetine (Prozac),POST-TRAUMATIC STRESS DISORDER,195
fluoxetine,Fluoxetine (Prozac),SHOCK,195
fluoxetine,Fluoxetine (Prozac),DIABETIC NEUROPATHY,194
fluoxetine,Fluoxetine (Prozac),DRUG ADMINISTRATION ERROR,194
fluoxetine,Fluoxetine (Prozac),MALIGNANT NEOPLASM PROGRESSION,194
fluoxetine,Fluoxetine (Prozac),RESPIRATORY DISORDER,194
fluoxetine,Fluoxetine (Prozac),FREQUENT BOWEL MOVEMENTS,193
fluoxetine,Fluoxetine (Prozac),OCULAR HYPERAEMIA,193
fluoxetine,Fluoxetine (Prozac),CHOLECYSTECTOMY,192
fluoxetine,Fluoxetine (Prozac),MIOSIS,192
fluoxetine,Fluoxetine (Prozac),CONCUSSION,191
fluoxetine,Fluoxetine (Prozac),PNEUMONITIS,190
fluoxetine,Fluoxetine (Prozac),SKIN DISORDER,190
fluoxetine,Fluoxetine (Prozac),HERNIA,189
fluoxetine,Fluoxetine (Prozac),ACUTE RESPIRATORY FAILURE,188
fluoxetine,Fluoxetine (Prozac),DIVERTICULITIS,188
fluoxetine,Fluoxetine (Prozac),BACK DISORDER,187
fluoxetine,Fluoxetine (Prozac),FEEDING DISORDER,187
fluoxetine,Fluoxetine (Prozac),GASTRIC ULCER,187
fluoxetine,Fluoxetine (Prozac),PRODUCT PRESCRIBING ERROR,187
fluoxetine,Fluoxetine (Prozac),UPPER LIMB FRACTURE,187
fluoxetine,Fluoxetine (Prozac),SCIATICA,186
fluoxetine,Fluoxetine (Prozac),FLANK PAIN,185
fluoxetine,Fluoxetine (Prozac),HYPOCALCAEMIA,185
fluoxetine,Fluoxetine (Prozac),HYPOKINESIA,185
fluoxetine,Fluoxetine (Prozac),NEPHROGENIC ANAEMIA,185
fluoxetine,Fluoxetine (Prozac),TUBULOINTERSTITIAL NEPHRITIS,185
fluoxetine,Fluoxetine (Prozac),CARPAL TUNNEL SYNDROME,184
fluoxetine,Fluoxetine (Prozac),CIRCULATORY COLLAPSE,184
fluoxetine,Fluoxetine (Prozac),AGEUSIA,183
fluoxetine,Fluoxetine (Prozac),MULTIPLE DRUG OVERDOSE,183
fluoxetine,Fluoxetine (Prozac),MULTIPLE ORGAN DYSFUNCTION SYNDROME,183
fluoxetine,Fluoxetine (Prozac),OSTEOMYELITIS,183
fluoxetine,Fluoxetine (Prozac),PRODUCT ADMINISTRATION INTERRUPTED,183
fluoxetine,Fluoxetine (Prozac),RESPIRATORY TRACT INFECTION,183
fluoxetine,Fluoxetine (Prozac),BRADYPHRENIA,182
fluoxetine,Fluoxetine (Prozac),DENTAL CARIES,182
fluoxetine,Fluoxetine (Prozac),HOMICIDAL IDEATION,182
fluoxetine,Fluoxetine (Prozac),SALIVARY HYPERSECRETION,182
fluoxetine,Fluoxetine (Prozac),CARDIOMYOPATHY,181
fluoxetine,Fluoxetine (Prozac),PATENT DUCTUS ARTERIOSUS,181
fluoxetine,Fluoxetine (Prozac),THERAPEUTIC PRODUCT EFFECT DECREASED,181
fluoxetine,Fluoxetine (Prozac),STEVENS-JOHNSON SYNDROME,180
fluoxetine,Fluoxetine (Prozac),ACCIDENTAL EXPOSURE TO PRODUCT,179
fluoxetine,Fluoxetine (Prozac),TRICUSPID VALVE INCOMPETENCE,179
fluoxetine,Fluoxetine (Prozac),WOUND,179
fluoxetine,Fluoxetine (Prozac),DISABILITY,178
fluoxetine,Fluoxetine (Prozac),GASTROENTERITIS,178
fluoxetine,Fluoxetine (Prozac),HEPATIC FAILURE,178
fluoxetine,Fluoxetine (Prozac),BLOOD MAGNESIUM DECREASED,177
fluoxetine,Fluoxetine (Prozac),APPETITE DISORDER,176
fluoxetine,Fluoxetine (Prozac),PSYCHOLOGICAL TRAUMA,176
fluoxetine,Fluoxetine (Prozac),FAECES DISCOLOURED,175
fluoxetine,Fluoxetine (Prozac),GASTROENTERITIS VIRAL,175
fluoxetine,Fluoxetine (Prozac),PROCEDURAL PAIN,175
fluoxetine,Fluoxetine (Prozac),ABDOMINAL PAIN LOWER,174
fluoxetine,Fluoxetine (Prozac),CATATONIA,174
fluoxetine,Fluoxetine (Prozac),DYSLIPIDAEMIA,174
fluoxetine,Fluoxetine (Prozac),POST PROCEDURAL COMPLICATION,174
fluoxetine,Fluoxetine (Prozac),SPINAL FRACTURE,174
fluoxetine,Fluoxetine (Prozac),ANORGASMIA,173
fluoxetine,Fluoxetine (Prozac),PELVIC PAIN,173
fluoxetine,Fluoxetine (Prozac),SINUS DISORDER,173
fluoxetine,Fluoxetine (Prozac),VITAMIN D DEFICIENCY,173
fluoxetine,Fluoxetine (Prozac),BLOOD PRESSURE ABNORMAL,172
fluoxetine,Fluoxetine (Prozac),HUNGER,172
fluoxetine,Fluoxetine (Prozac),LOCALISED INFECTION,172
fluoxetine,Fluoxetine (Prozac),SCAR,172
fluoxetine,Fluoxetine (Prozac),THERAPEUTIC PRODUCT EFFECT VARIABLE,172
fluoxetine,Fluoxetine (Prozac),ANTIPSYCHOTIC DRUG LEVEL BELOW THERAPEUTIC,171
fluoxetine,Fluoxetine (Prozac),MENSTRUATION IRREGULAR,171
fluoxetine,Fluoxetine (Prozac),SUSPECTED SUICIDE,171
fluoxetine,Fluoxetine (Prozac),VENTRICULAR FIBRILLATION,171
fluoxetine,Fluoxetine (Prozac),ANOREXIA,170
fluoxetine,Fluoxetine (Prozac),ANTIPSYCHOTIC DRUG LEVEL INCREASED,170
fluoxetine,Fluoxetine (Prozac),IMPAIRED QUALITY OF LIFE,170
fluoxetine,Fluoxetine (Prozac),UPPER GASTROINTESTINAL HAEMORRHAGE,170
fluoxetine,Fluoxetine (Prozac),MELAENA,168
fluoxetine,Fluoxetine (Prozac),FEELING OF DESPAIR,167
fluoxetine,Fluoxetine (Prozac),MOUTH ULCERATION,167
fluoxetine,Fluoxetine (Prozac),CHOKING,166
fluoxetine,Fluoxetine (Prozac),PREGNANCY,166
fluoxetine,Fluoxetine (Prozac),ATELECTASIS,165
fluoxetine,Fluoxetine (Prozac),EYE MOVEMENT DISORDER,165
fluoxetine,Fluoxetine (Prozac),IMPAIRED GASTRIC EMPTYING,165
fluoxetine,Fluoxetine (Prozac),PERICARDIAL EFFUSION,165
fluoxetine,Fluoxetine (Prozac),DEVICE BREAKAGE,164
fluoxetine,Fluoxetine (Prozac),TOOTH FRACTURE,164
fluoxetine,Fluoxetine (Prozac),BLOOD PRESSURE SYSTOLIC INCREASED,163
fluoxetine,Fluoxetine (Prozac),ROTATOR CUFF SYNDROME,163
fluoxetine,Fluoxetine (Prozac),SCHIZOPHRENIA,163
fluoxetine,Fluoxetine (Prozac),CLONUS,162
fluoxetine,Fluoxetine (Prozac),SEASONAL ALLERGY,162
fluoxetine,Fluoxetine (Prozac),TOOTHACHE,162
fluoxetine,Fluoxetine (Prozac),CLOSTRIDIUM DIFFICILE INFECTION,161
fluoxetine,Fluoxetine (Prozac),GYNAECOMASTIA,161
fluoxetine,Fluoxetine (Prozac),MENORRHAGIA,161
fluoxetine,Fluoxetine (Prozac),CARDIOGENIC SHOCK,160
fluoxetine,Fluoxetine (Prozac),INCONTINENCE,160
fluoxetine,Fluoxetine (Prozac),HAIR COLOUR CHANGES,159
fluoxetine,Fluoxetine (Prozac),NOCTURIA,159
fluoxetine,Fluoxetine (Prozac),BRAIN FOG,158
fluoxetine,Fluoxetine (Prozac),DEPENDENCE,158
fluoxetine,Fluoxetine (Prozac),DRUG USE DISORDER,158
fluoxetine,Fluoxetine (Prozac),HAIR TEXTURE ABNORMAL,158
fluoxetine,Fluoxetine (Prozac),IMPULSIVE BEHAVIOUR,158
fluoxetine,Fluoxetine (Prozac),ASPIRATION,157
fluoxetine,Fluoxetine (Prozac),PHARYNGEAL OEDEMA,157
fluoxetine,Fluoxetine (Prozac),TENDERNESS,157
fluoxetine,Fluoxetine (Prozac),LABORATORY TEST ABNORMAL,156
fluoxetine,Fluoxetine (Prozac),PRODUCT DOSE OMISSION IN ERROR,156
fluoxetine,Fluoxetine (Prozac),CAESAREAN SECTION,155
fluoxetine,Fluoxetine (Prozac),GALACTORRHOEA,155
fluoxetine,Fluoxetine (Prozac),MUSCULOSKELETAL DISCOMFORT,155
fluoxetine,Fluoxetine (Prozac),REVERSIBLE CEREBRAL VASOCONSTRICTION SYNDROME,155
fluoxetine,Fluoxetine (Prozac),EJECTION FRACTION DECREASED,154
fluoxetine,Fluoxetine (Prozac),GAMMA-GLUTAMYLTRANSFERASE INCREASED,154
fluoxetine,Fluoxetine (Prozac),PULMONARY MASS,154
fluoxetine,Fluoxetine (Prozac),BONE DENSITY DECREASED,153
fluoxetine,Fluoxetine (Prozac),DECREASED ACTIVITY,153
fluoxetine,Fluoxetine (Prozac),HEPATIC CIRRHOSIS,153
fluoxetine,Fluoxetine (Prozac),HEPATOCELLULAR INJURY,153
fluoxetine,Fluoxetine (Prozac),HYPERTONIA,153
fluoxetine,Fluoxetine (Prozac),HYPOAESTHESIA ORAL,153
fluoxetine,Fluoxetine (Prozac),THERAPEUTIC RESPONSE SHORTENED,153
fluoxetine,Fluoxetine (Prozac),WRIST FRACTURE,153
fluoxetine,Fluoxetine (Prozac),GLAUCOMA,152
fluoxetine,Fluoxetine (Prozac),MUSCULOSKELETAL CHEST PAIN,152
fluoxetine,Fluoxetine (Prozac),NEONATAL RESPIRATORY DISTRESS SYNDROME,152
fluoxetine,Fluoxetine (Prozac),NEUTROPHIL COUNT INCREASED,152
fluoxetine,Fluoxetine (Prozac),PAIN OF SKIN,152
fluoxetine,Fluoxetine (Prozac),PULMONARY FIBROSIS,152
fluoxetine,Fluoxetine (Prozac),BACK INJURY,151
fluoxetine,Fluoxetine (Prozac),LACRIMATION INCREASED,151
fluoxetine,Fluoxetine (Prozac),LOCAL SWELLING,151
fluoxetine,Fluoxetine (Prozac),PREMATURE LABOUR,151
fluoxetine,Fluoxetine (Prozac),RASH GENERALISED,151
fluoxetine,Fluoxetine (Prozac),SLEEP DISORDER DUE TO A GENERAL MEDICAL CONDITION,151
fluoxetine,Fluoxetine (Prozac),SMALL FOR DATES BABY,151
fluoxetine,Fluoxetine (Prozac),TACHYPNOEA,151
fluoxetine,Fluoxetine (Prozac),PHOTOSENSITIVITY REACTION,150
fluoxetine,Fluoxetine (Prozac),SLUGGISHNESS,150
fluoxetine,Fluoxetine (Prozac),BRAIN INJURY,149
fluoxetine,Fluoxetine (Prozac),DEPRESSIVE SYMPTOM,149
fluoxetine,Fluoxetine (Prozac),EYE PRURITUS,149
fluoxetine,Fluoxetine (Prozac),SNEEZING,149
fluoxetine,Fluoxetine (Prozac),VENTRICULAR EXTRASYSTOLES,149
fluoxetine,Fluoxetine (Prozac),AMENORRHOEA,148
fluoxetine,Fluoxetine (Prozac),BLOOD URINE PRESENT,148
fluoxetine,Fluoxetine (Prozac),CYANOSIS,148
fluoxetine,Fluoxetine (Prozac),DERMATITIS,148
fluoxetine,Fluoxetine (Prozac),FEBRILE NEUTROPENIA,148
fluoxetine,Fluoxetine (Prozac),GLOSSODYNIA,148
fluoxetine,Fluoxetine (Prozac),HYPOTHERMIA,148
fluoxetine,Fluoxetine (Prozac),LIVER INJURY,148
fluoxetine,Fluoxetine (Prozac),SYSTEMIC LUPUS ERYTHEMATOSUS,148
fluoxetine,Fluoxetine (Prozac),HYPERCHOLESTEROLAEMIA,147
fluoxetine,Fluoxetine (Prozac),MUSCLE SPASTICITY,147
fluoxetine,Fluoxetine (Prozac),PRODUCT ADHESION ISSUE,147
fluoxetine,Fluoxetine (Prozac),PARALYSIS,146
fluoxetine,Fluoxetine (Prozac),RESPIRATION ABNORMAL,146
fluoxetine,Fluoxetine (Prozac),EXPOSURE DURING BREAST FEEDING,145
fluoxetine,Fluoxetine (Prozac),HYPOMANIA,145
fluoxetine,Fluoxetine (Prozac),PARAESTHESIA ORAL,145
fluoxetine,Fluoxetine (Prozac),SKIN IRRITATION,145
fluoxetine,Fluoxetine (Prozac),BLOOD BILIRUBIN INCREASED,144
fluoxetine,Fluoxetine (Prozac),BREAST PAIN,144
fluoxetine,Fluoxetine (Prozac),LYMPHOCYTE COUNT DECREASED,144
fluoxetine,Fluoxetine (Prozac),PSYCHIATRIC SYMPTOM,144
fluoxetine,Fluoxetine (Prozac),ASPHYXIA,143
fluoxetine,Fluoxetine (Prozac),CHOLESTASIS,143
fluoxetine,Fluoxetine (Prozac),ATTENTION DEFICIT/HYPERACTIVITY DISORDER,142
fluoxetine,Fluoxetine (Prozac),BEDRIDDEN,142
fluoxetine,Fluoxetine (Prozac),BLOOD CALCIUM DECREASED,142
fluoxetine,Fluoxetine (Prozac),HYSTERECTOMY,142
fluoxetine,Fluoxetine (Prozac),BACTERIAL INFECTION,141
fluoxetine,Fluoxetine (Prozac),COAGULOPATHY,140
fluoxetine,Fluoxetine (Prozac),THYROID DISORDER,140
fluoxetine,Fluoxetine (Prozac),CHOLECYSTITIS,139
fluoxetine,Fluoxetine (Prozac),FORMICATION,139
fluoxetine,Fluoxetine (Prozac),GAMBLING DISORDER,139
fluoxetine,Fluoxetine (Prozac),IMMUNODEFICIENCY,139
fluoxetine,Fluoxetine (Prozac),MALNUTRITION,139
fluoxetine,Fluoxetine (Prozac),SINUS CONGESTION,139
fluoxetine,Fluoxetine (Prozac),STRESS CARDIOMYOPATHY,139
fluoxetine,Fluoxetine (Prozac),HYPERPROLACTINAEMIA,138
fluoxetine,Fluoxetine (Prozac),LACERATION,138
fluoxetine,Fluoxetine (Prozac),TACHYPHRENIA,138
fluoxetine,Fluoxetine (Prozac),DRUG-INDUCED LIVER INJURY,137
fluoxetine,Fluoxetine (Prozac),GESTATIONAL DIABETES,137
fluoxetine,Fluoxetine (Prozac),IMPAIRED DRIVING ABILITY,137
fluoxetine,Fluoxetine (Prozac),DRUG PRESCRIBING ERROR,136
fluoxetine,Fluoxetine (Prozac),TOOTH LOSS,136
fluoxetine,Fluoxetine (Prozac),TYPE 1 DIABETES MELLITUS,136
fluoxetine,Fluoxetine (Prozac),ULCER,136
fluoxetine,Fluoxetine (Prozac),GLYCOSYLATED HAEMOGLOBIN INCREASED,135
fluoxetine,Fluoxetine (Prozac),HOMICIDE,135
fluoxetine,Fluoxetine (Prozac),ISCHAEMIC STROKE,135
fluoxetine,Fluoxetine (Prozac),MADAROSIS,135
fluoxetine,Fluoxetine (Prozac),MULTIPLE DRUG OVERDOSE INTENTIONAL,135
fluoxetine,Fluoxetine (Prozac),PARKINSON^S DISEASE,135
fluoxetine,Fluoxetine (Prozac),SUPRAVENTRICULAR TACHYCARDIA,135
fluoxetine,Fluoxetine (Prozac),HAIR DISORDER,134
fluoxetine,Fluoxetine (Prozac),MULTI-ORGAN FAILURE,134
fluoxetine,Fluoxetine (Prozac),RASH MACULO-PAPULAR,134
fluoxetine,Fluoxetine (Prozac),DRUG SCREEN POSITIVE,133
fluoxetine,Fluoxetine (Prozac),OESOPHAGITIS,133
fluoxetine,Fluoxetine (Prozac),PHARYNGITIS,133
fluoxetine,Fluoxetine (Prozac),BODY HEIGHT DECREASED,132
fluoxetine,Fluoxetine (Prozac),EXOSTOSIS,132
fluoxetine,Fluoxetine (Prozac),HYPOMAGNESAEMIA,132
fluoxetine,Fluoxetine (Prozac),TOOTH ABSCESS,132
fluoxetine,Fluoxetine (Prozac),AUTISM SPECTRUM DISORDER,131
fluoxetine,Fluoxetine (Prozac),BLOOD UREA INCREASED,131
fluoxetine,Fluoxetine (Prozac),DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS,131
fluoxetine,Fluoxetine (Prozac),FLAT AFFECT,131
fluoxetine,Fluoxetine (Prozac),PRE-ECLAMPSIA,131
fluoxetine,Fluoxetine (Prozac),SUBARACHNOID HAEMORRHAGE,131
fluoxetine,Fluoxetine (Prozac),ARTERIOSCLEROSIS CORONARY ARTERY,130
fluoxetine,Fluoxetine (Prozac),DIZZINESS POSTURAL,130
fluoxetine,Fluoxetine (Prozac),KNEE ARTHROPLASTY,130
fluoxetine,Fluoxetine (Prozac),TENSION,130
fluoxetine,Fluoxetine (Prozac),ELECTROCARDIOGRAM ABNORMAL,129
fluoxetine,Fluoxetine (Prozac),HAEMODYNAMIC INSTABILITY,129
fluoxetine,Fluoxetine (Prozac),RASH PAPULAR,129
fluoxetine,Fluoxetine (Prozac),TOOTH INFECTION,129
fluoxetine,Fluoxetine (Prozac),CENTRAL NERVOUS SYSTEM LESION,128
fluoxetine,Fluoxetine (Prozac),NYSTAGMUS,128
fluoxetine,Fluoxetine (Prozac),INCORRECT DRUG ADMINISTRATION DURATION,127
fluoxetine,Fluoxetine (Prozac),ABNORMAL LOSS OF WEIGHT,126
fluoxetine,Fluoxetine (Prozac),ANXIETY DISORDER,126
fluoxetine,Fluoxetine (Prozac),ATRIOVENTRICULAR BLOCK FIRST DEGREE,126
fluoxetine,Fluoxetine (Prozac),HOSTILITY,126
fluoxetine,Fluoxetine (Prozac),INJECTION SITE RASH,126
fluoxetine,Fluoxetine (Prozac),METRORRHAGIA,126
